Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),132.84,69.04,201.28,12752.21,72.30,88.85,105.38,121.85,135.80,144.89,155.89,162.00,170.78,21.25
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,204.79,10.00,740.00,19660.00,17.60,31.00,49.00,88.50,167.00,281.75,427.50,481.00,655.45,151.44
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),49.41,2.75,177.34,4743.78,4.59,7.79,12.12,21.57,40.45,68.30,102.72,115.02,157.14,36.24
HTTP Data Sent (KB),2.43,0.19,8.31,233.03,0.19,0.20,0.23,0.44,1.54,3.77,6.07,6.96,7.97,2.24
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1484.51,144.80,5257.32,142513.42,238.34,276.18,435.02,664.52,1218.93,1988.61,3087.44,3367.16,4403.86,1044.07
HTTP Receiving (ms),1377.91,51.20,5226.64,132279.13,110.79,202.75,288.33,573.66,1104.70,1882.27,2944.98,3240.39,4376.47,1048.81
HTTP Sending (ms),0.12,0.07,0.22,11.39,0.07,0.09,0.09,0.10,0.11,0.13,0.15,0.18,0.21,0.03
HTTP Total Time (ms),1484.51,144.80,5257.32,142513.42,238.34,276.18,435.02,664.52,1218.93,1988.61,3087.44,3367.16,4403.86,1044.07
HTTP Waiting (TTFB) (ms),106.49,25.51,238.61,10222.90,26.14,27.09,29.38,85.93,106.05,131.78,168.86,220.84,234.35,52.33
Input Sequence Length (tokens),515.81,8.00,1875.00,49518.00,8.00,10.50,15.50,62.75,318.00,772.75,1398.00,1538.00,1735.35,516.06
Inter Chunk Latency (ms),6.77,0.00,133.87,132260.75,2.31,5.13,5.36,5.55,5.69,5.82,5.99,6.12,77.03,10.29
Inter Token Latency (ms),6.74,4.66,11.04,647.40,5.49,5.67,5.69,6.15,6.67,7.12,7.64,8.10,9.30,0.90
OSL Mismatch Diff % (%),-0.32,-15.35,0.14,-31.00,-14.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,2.15
Output Sequence Length (tokens),204.78,10.00,741.00,19659.00,17.60,31.00,49.00,88.50,167.00,283.25,427.50,481.00,655.50,151.48
Output Token Count (tokens),204.78,10.00,741.00,19659.00,17.60,31.00,49.00,88.50,167.00,283.25,427.50,481.00,655.50,151.48
Output Token Throughput Per User (tokens/sec/user),150.70,90.59,214.56,14467.65,107.69,123.50,130.90,140.46,149.87,162.70,175.84,176.50,182.50,18.58
Prefill Throughput Per User (tokens/sec/user),4298.42,36.00,15706.68,412648.48,36.00,276.83,384.82,1109.83,3456.53,6033.75,11646.64,13359.76,15607.41,4072.69
Request Latency (ms),1484.38,144.84,5257.37,142500.64,238.38,276.23,435.08,664.56,1218.97,1988.66,3087.49,3367.21,4403.92,1044.13
Time to First Output Token (ms),106.67,25.65,238.75,10239.88,26.25,27.27,29.56,86.14,106.28,131.95,169.06,221.03,234.56,52.33
Time to First Token (ms),106.67,25.65,238.75,10239.88,26.25,27.27,29.56,86.14,106.28,131.95,169.06,221.03,234.56,52.33
Time to Second Token (ms),4.94,1.33,5.77,473.90,1.61,4.20,4.51,4.86,5.05,5.23,5.43,5.48,5.77,0.66

Metric,Value
Benchmark Duration (sec),36.50
OSL Mismatch Count,2.00
Output Token Throughput (tokens/sec),538.53
Request Count,96.00
Request Throughput (requests/sec),2.63
Total Input Sequence Length (tokens),49518.00
Total Output Sequence Length (tokens),19659.00
Total Output Tokens (tokens),19659.00
Total Token Throughput (tokens/sec),1895.01


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
