Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),28.78,20.68,51.18,2763.01,23.34,24.33,26.41,27.90,28.87,29.73,30.46,31.02,34.75,2.97
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,228.00,10.00,740.00,21888.00,20.45,36.75,51.00,97.00,179.00,325.75,459.50,600.00,730.50,171.22
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04
HTTP Connection Overhead (ms),0.00,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04
HTTP Connection Reused (ratio),0.99,0.00,1.00,95.00,0.95,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.10
HTTP Data Received (KB),54.96,2.73,177.09,5276.16,5.26,9.14,12.58,23.63,43.26,78.41,110.46,143.83,175.25,40.96
HTTP Data Sent (KB),2.25,0.19,8.14,215.82,0.19,0.21,0.24,0.52,1.80,3.53,5.15,5.86,7.61,1.96
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),7771.87,483.42,25905.13,746099.86,841.02,1381.92,1836.93,3336.34,6292.27,11533.96,14924.15,18756.05,23038.54,5630.79
HTTP Receiving (ms),7584.54,297.13,25798.02,728115.69,626.86,1216.63,1643.96,3195.78,6101.66,11365.96,14748.82,18583.18,22917.78,5634.63
HTTP Sending (ms),0.28,0.09,0.52,26.51,0.10,0.15,0.19,0.24,0.28,0.31,0.35,0.38,0.43,0.07
HTTP Total Time (ms),7771.88,483.42,25905.13,746100.26,841.02,1381.92,1836.93,3336.34,6292.27,11533.96,14924.15,18756.05,23038.54,5630.78
HTTP Waiting (TTFB) (ms),187.06,106.82,358.74,17957.66,107.84,116.85,121.33,145.02,185.31,214.32,234.11,316.59,338.79,54.03
Input Sequence Length (tokens),466.05,8.00,1875.00,44741.00,8.00,12.75,17.50,69.50,345.00,752.25,1087.50,1420.50,1709.70,443.32
Inter Chunk Latency (ms),33.46,10.76,168.82,727969.99,13.22,28.74,29.66,30.50,31.50,32.48,33.41,39.34,102.47,12.73
Inter Token Latency (ms),33.62,19.26,40.13,3227.58,28.55,30.83,31.41,32.35,33.38,34.97,35.78,37.03,40.04,2.45
OSL Mismatch Diff % (%),-0.79,-43.96,0.54,-75.96,-25.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,5.13
Output Sequence Length (tokens),228.01,10.00,744.00,21889.00,20.45,36.75,51.00,96.25,179.00,325.75,459.50,600.00,730.70,171.37
Output Token Count (tokens),228.01,10.00,744.00,21889.00,20.45,36.75,51.00,96.25,179.00,325.75,459.50,600.00,730.70,171.37
Output Token Throughput Per User (tokens/sec/user),29.94,24.92,51.92,2874.14,24.97,27.01,27.95,28.59,29.95,30.91,31.83,32.44,35.32,2.80
Prefill Throughput Per User (tokens/sec/user),2204.44,40.75,8147.62,211625.78,55.13,88.28,123.57,530.60,2023.95,3383.95,3796.47,5052.88,8099.40,1907.82
Request Latency (ms),7770.49,483.53,25905.26,745966.73,841.13,1381.99,1821.38,3314.23,6292.41,11534.09,14924.24,18756.16,23038.65,5632.35
Time to First Output Token (ms),187.47,107.27,359.11,17996.74,108.23,117.31,121.70,145.45,185.73,214.65,234.60,317.01,339.23,54.02
Time to First Token (ms),187.47,107.27,359.11,17996.74,108.23,117.31,121.70,145.45,185.73,214.65,234.60,317.01,339.23,54.02
Time to Second Token (ms),33.26,22.85,84.49,3193.05,22.86,23.02,28.66,30.01,31.01,32.11,33.79,58.74,82.57,10.78

Metric,Value
Benchmark Duration (sec),100.38
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),218.06
Request Count,96.00
Request Throughput (requests/sec),0.96
Total Input Sequence Length (tokens),44741.00
Total Output Sequence Length (tokens),21889.00
Total Output Tokens (tokens),21889.00
Total Token Throughput (tokens/sec),663.76


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
