Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),21.90,20.90,22.44,438.05,20.91,20.95,21.44,21.81,21.99,22.17,22.26,22.32,22.42,0.39
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,238.30,80.00,452.00,4766.00,85.70,108.50,113.60,134.75,153.50,352.50,436.00,436.80,448.96,130.39
HTTP Chunks Sent,1.00,1.00,1.00,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.15,0.00,1.87,3.09,0.00,0.00,0.00,0.00,0.00,0.00,0.12,1.25,1.74,0.47
HTTP Connection Overhead (ms),0.25,0.00,2.99,5.04,0.00,0.00,0.00,0.00,0.00,0.00,0.21,2.10,2.81,0.77
HTTP Connection Reused (ratio),0.90,0.00,1.00,18.00,0.00,0.00,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),62.78,21.52,118.42,1255.63,23.01,28.96,30.32,35.92,40.79,92.04,114.32,114.72,117.68,33.96
HTTP Data Sent (KB),7.00,2.13,13.47,140.06,2.28,2.87,3.66,4.89,6.39,8.62,10.86,11.70,13.11,2.99
HTTP DNS Lookup (ms),0.10,0.00,1.12,1.95,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.85,1.06,0.30
HTTP Duration (excl. conn) (ms),10856.79,3627.29,20602.70,217135.90,3915.47,5068.18,5250.86,6316.63,6975.94,16011.45,19625.20,19983.72,20478.90,5890.80
HTTP Receiving (ms),10682.28,3448.35,20380.46,213645.53,3741.61,4914.64,5056.51,6122.85,6834.35,15803.44,19421.94,19768.72,20258.11,5883.56
HTTP Sending (ms),0.39,0.17,2.23,7.78,0.17,0.18,0.19,0.20,0.23,0.26,0.43,1.48,2.08,0.50
HTTP Total Time (ms),10857.05,3627.29,20602.70,217140.94,3915.47,5068.18,5250.86,6316.63,6975.94,16013.69,19625.20,19983.72,20478.90,5890.94
HTTP Waiting (TTFB) (ms),174.13,65.57,230.27,3482.58,78.00,127.76,132.41,149.48,178.76,211.81,217.98,222.43,228.70,39.75
Input Sequence Length (tokens),1658.00,462.00,3124.00,33160.00,498.29,643.45,797.90,1053.25,1579.50,2089.75,2903.30,2985.30,3096.26,760.80
Inter Chunk Latency (ms),47.54,30.76,230.68,213461.07,34.05,39.71,41.28,43.48,45.21,46.45,47.70,50.13,138.86,15.73
Inter Token Latency (ms),44.94,43.65,46.46,898.86,43.71,43.97,44.16,44.43,44.86,45.22,46.08,46.35,46.44,0.76
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),238.30,80.00,452.00,4766.00,85.70,108.50,113.60,134.75,153.50,352.50,436.00,436.80,448.96,130.39
Output Token Count (tokens),238.30,80.00,452.00,4766.00,85.70,108.50,113.60,134.75,153.50,352.50,436.00,436.80,448.96,130.39
Output Token Throughput Per User (tokens/sec/user),22.26,21.53,22.91,445.13,21.54,21.57,21.70,22.11,22.29,22.51,22.65,22.74,22.88,0.37
Prefill Throughput Per User (tokens/sec/user),10246.75,2495.30,21968.09,204934.91,2644.30,3240.32,4420.33,6207.94,8793.95,13520.82,19284.13,21585.12,21891.50,5668.59
Request Latency (ms),10847.69,3627.36,20556.47,216953.71,3915.55,5068.30,5250.94,6316.71,6976.02,15976.39,19625.29,19981.49,20441.47,5886.54
Time to First Output Token (ms),174.63,67.19,230.59,3492.64,79.38,128.16,132.77,149.79,179.08,212.09,220.19,222.77,229.03,39.68
Time to First Token (ms),174.63,67.19,230.59,3492.64,79.38,128.16,132.77,149.79,179.08,212.09,220.19,222.77,229.03,39.68
Time to Second Token (ms),48.84,36.67,152.47,976.82,37.04,38.55,40.92,42.58,44.04,45.08,45.81,52.32,132.44,23.89
Usage Completion Tokens (tokens),238.30,80.00,452.00,4766.00,85.70,108.50,113.60,134.75,153.50,352.50,436.00,436.80,448.96,130.39
Usage Prompt Tokens (tokens),1658.00,462.00,3124.00,33160.00,498.29,643.45,797.90,1053.25,1579.50,2089.75,2903.30,2985.30,3096.26,760.80
Usage Total Tokens (tokens),1896.30,725.00,3427.00,37926.00,732.22,761.10,880.90,1334.50,1791.00,2408.00,3076.00,3401.35,3421.87,824.70

Metric,Value
Benchmark Duration (sec),108.95
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),43.74
Request Count,20.00
Request Throughput (requests/sec),0.18
Total Input Sequence Length (tokens),33160.00
Total Output Sequence Length (tokens),4766.00
Total Output Tokens (tokens),4766.00
Total Token Throughput (tokens/sec),348.10
Total Usage Completion Tokens (tokens),4766.00
Total Usage Prompt Tokens (tokens),33160.00
Total Usage Total Tokens (tokens),37926.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
