Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),154.91,77.58,174.04,14871.62,99.45,125.64,139.21,150.21,158.06,165.07,169.02,170.74,172.52,15.56
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),56.64,2.99,177.36,5437.74,4.81,12.83,16.28,28.86,50.05,77.99,106.28,118.25,157.72,36.68
HTTP Data Sent (KB),3.05,0.22,8.87,292.66,0.23,0.24,0.28,0.91,2.57,4.78,6.68,7.38,8.78,2.44
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1459.91,128.84,4439.98,140151.38,176.38,381.48,472.50,709.24,1310.86,1972.69,2617.54,3001.31,3848.81,896.36
HTTP Receiving (ms),1378.17,49.88,4409.11,132303.88,94.16,283.91,391.97,660.96,1216.32,1890.70,2533.80,2917.27,3818.52,899.88
HTTP Sending (ms),0.11,0.09,0.16,10.47,0.09,0.09,0.09,0.09,0.11,0.12,0.13,0.14,0.16,0.02
HTTP Total Time (ms),1459.91,128.84,4439.98,140151.38,176.38,381.48,472.50,709.24,1310.86,1972.69,2617.54,3001.31,3848.81,896.36
HTTP Waiting (TTFB) (ms),81.64,29.46,215.11,7837.03,29.52,30.15,30.63,77.96,80.72,85.23,140.69,152.93,207.88,35.72
Input Sequence Length (tokens),654.05,20.00,1947.00,62789.00,20.00,21.75,29.50,174.25,544.00,1034.00,1514.50,1661.25,1890.00,552.52
Inter Chunk Latency (ms),5.92,0.70,76.01,132292.26,4.47,5.29,5.46,5.59,5.69,5.80,5.93,6.06,7.20,3.83
Inter Token Latency (ms),5.92,5.35,8.03,568.08,5.44,5.66,5.68,5.71,5.85,6.05,6.25,6.43,6.69,0.33
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
Output Token Count (tokens),234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
Output Token Throughput Per User (tokens/sec/user),169.44,124.46,186.84,16265.95,149.77,155.53,159.91,165.34,170.97,175.26,175.96,176.66,183.93,8.20
Prefill Throughput Per User (tokens/sec/user),7286.95,207.84,22417.59,699547.05,550.55,680.63,853.71,2109.57,6286.05,10006.14,17297.15,20390.67,22351.82,6075.62
Request Latency (ms),1459.85,128.89,4440.03,140145.41,176.43,381.54,470.66,709.31,1310.92,1972.75,2617.59,3001.36,3848.87,896.49
Time to First Output Token (ms),81.80,29.62,215.30,7853.15,29.70,30.32,30.78,78.10,80.88,85.39,140.85,153.11,208.08,35.73
Time to First Token (ms),81.80,29.62,215.30,7853.15,29.70,30.32,30.78,78.10,80.88,85.39,140.85,153.11,208.08,35.73
Time to Second Token (ms),6.37,2.40,75.24,611.90,2.45,4.03,4.49,4.83,5.03,5.23,5.55,5.84,69.54,9.65
Usage Completion Tokens (tokens),234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
Usage Prompt Tokens (tokens),654.05,20.00,1947.00,62789.00,20.00,21.75,29.50,174.25,544.00,1034.00,1514.50,1661.25,1890.00,552.52
Usage Total Tokens (tokens),888.08,64.00,2278.00,85256.00,88.70,149.00,195.50,494.75,784.00,1241.50,1705.50,1930.75,2168.75,557.20

Metric,Value
Benchmark Duration (sec),70.49
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),318.71
Request Count,96.00
Request Throughput (requests/sec),1.36
Total Input Sequence Length (tokens),62789.00
Total Output Sequence Length (tokens),22467.00
Total Output Tokens (tokens),22467.00
Total Token Throughput (tokens/sec),1209.42
Total Usage Completion Tokens (tokens),22467.00
Total Usage Prompt Tokens (tokens),62789.00
Total Usage Total Tokens (tokens),85256.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
