Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),13.77,13.65,13.86,137.70,13.65,13.66,13.68,13.72,13.77,13.84,13.85,13.86,13.86,0.07
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,279.00,73.00,456.00,2790.00,83.08,123.40,173.80,208.00,288.00,312.00,427.20,441.60,453.12,106.85
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),72.41,19.46,117.50,724.11,22.04,32.37,45.27,54.19,74.83,80.95,110.56,114.03,116.81,27.42
HTTP Data Sent (KB),3.18,0.32,8.80,31.83,0.32,0.32,0.32,0.65,2.24,4.97,7.24,8.02,8.65,2.88
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),20267.97,5271.39,33022.34,202679.71,5997.98,8904.34,12537.28,15140.36,20966.38,22773.02,30865.78,31944.06,32806.69,7741.57
HTTP Receiving (ms),20164.95,5191.48,32925.78,201649.52,5917.92,8823.70,12455.92,15028.04,20856.00,22655.06,30779.58,31852.68,32711.16,7738.30
HTTP Sending (ms),0.10,0.09,0.14,0.99,0.09,0.09,0.09,0.09,0.09,0.09,0.13,0.13,0.14,0.02
HTTP Total Time (ms),20267.97,5271.39,33022.34,202679.71,5997.98,8904.34,12537.28,15140.36,20966.38,22773.02,30865.78,31944.06,32806.69,7741.57
HTTP Waiting (TTFB) (ms),102.92,79.83,126.28,1029.19,79.97,80.55,81.27,87.82,109.63,113.23,116.15,121.21,125.27,15.36
Input Sequence Length (tokens),619.90,51.00,1665.00,6199.00,51.09,51.45,51.90,135.25,505.50,946.50,1368.00,1516.50,1635.30,542.10
Inter Chunk Latency (ms),72.54,68.12,79.65,201649.40,70.54,71.09,71.34,71.71,72.24,72.93,74.06,75.72,77.12,1.32
Inter Token Latency (ms),72.51,72.08,73.13,725.07,72.08,72.09,72.10,72.24,72.46,72.73,72.96,73.04,73.11,0.34
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),279.00,73.00,456.00,2790.00,83.08,123.40,173.80,208.00,288.00,312.00,427.20,441.60,453.12,106.85
Output Token Count (tokens),279.00,73.00,456.00,2790.00,83.08,123.40,173.80,208.00,288.00,312.00,427.20,441.60,453.12,106.85
Output Token Throughput Per User (tokens/sec/user),13.79,13.67,13.87,137.92,13.68,13.69,13.71,13.75,13.80,13.84,13.87,13.87,13.87,0.06
Prefill Throughput Per User (tokens/sec/user),5532.01,625.12,14776.21,55320.12,627.38,636.43,647.73,1501.77,4181.55,8404.78,11903.43,13339.82,14488.93,4680.95
Request Latency (ms),20268.02,5271.44,33022.40,202680.22,5998.03,8904.38,12537.33,15140.41,20966.43,22773.08,30865.83,31944.11,32806.74,7741.57
Time to First Output Token (ms),103.08,79.97,126.44,1030.82,80.12,80.70,81.42,87.98,109.78,113.38,116.36,121.40,125.43,15.36
Time to First Token (ms),103.08,79.97,126.44,1030.82,80.12,80.70,81.42,87.98,109.78,113.38,116.36,121.40,125.43,15.36
Time to Second Token (ms),73.65,71.77,74.97,736.53,71.83,72.05,72.34,72.74,73.78,74.78,74.97,74.97,74.97,1.10
Usage Completion Tokens (tokens),279.00,73.00,456.00,2790.00,83.08,123.40,173.80,208.00,288.00,312.00,427.20,441.60,453.12,106.85
Usage Prompt Tokens (tokens),619.90,51.00,1665.00,6199.00,51.09,51.45,51.90,135.25,505.50,946.50,1368.00,1516.50,1635.30,542.10
Usage Total Tokens (tokens),898.90,125.00,1930.00,8989.00,134.99,174.95,224.90,500.75,848.00,1242.75,1676.20,1803.10,1904.62,566.07

Metric,Value
Benchmark Duration (sec),202.70
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),13.76
Request Count,10.00
Request Throughput (requests/sec),0.05
Total Input Sequence Length (tokens),6199.00
Total Output Sequence Length (tokens),2790.00
Total Output Tokens (tokens),2790.00
Total Token Throughput (tokens/sec),44.35
Total Usage Completion Tokens (tokens),2790.00
Total Usage Prompt Tokens (tokens),6199.00
Total Usage Total Tokens (tokens),8989.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
