Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),101.20,63.80,152.01,9715.24,67.09,75.70,88.23,97.47,103.38,106.85,111.07,113.11,124.45,11.82
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,228.43,10.00,739.00,21929.00,20.45,36.75,51.00,100.75,179.00,325.75,459.50,599.75,730.45,170.71
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),55.07,2.74,176.99,5286.81,5.27,9.17,12.57,24.56,43.30,78.42,110.38,143.68,175.37,40.85
HTTP Data Sent (KB),2.27,0.19,8.19,217.68,0.19,0.21,0.24,0.51,1.79,3.56,5.03,6.00,7.72,1.98
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2198.46,156.69,7134.78,211052.05,218.58,426.85,587.88,965.95,1762.73,3241.83,4358.46,5395.60,6329.77,1573.11
HTTP Receiving (ms),2112.14,71.51,7098.42,202765.51,154.53,356.98,474.18,896.33,1668.32,3158.19,4292.08,5269.07,6294.57,1576.82
HTTP Sending (ms),0.13,0.09,0.21,12.42,0.09,0.10,0.10,0.12,0.13,0.14,0.15,0.16,0.20,0.02
HTTP Total Time (ms),2198.46,156.69,7134.78,211052.05,218.58,426.85,587.88,965.95,1762.73,3241.83,4358.46,5395.60,6329.77,1573.11
HTTP Waiting (TTFB) (ms),86.19,28.54,158.37,8274.12,28.88,34.55,35.74,80.67,84.31,90.47,141.66,157.16,158.29,31.41
Input Sequence Length (tokens),467.57,8.00,1875.00,44887.00,8.00,12.75,17.50,69.50,345.00,756.00,1087.50,1420.50,1709.70,443.03
Inter Chunk Latency (ms),9.30,1.68,78.27,202749.07,2.59,5.53,7.18,7.68,7.91,8.10,8.33,9.02,69.91,9.78
Inter Token Latency (ms),9.31,6.47,13.01,893.94,7.53,7.94,8.15,8.71,9.18,9.68,10.35,11.07,13.00,1.04
OSL Mismatch Diff % (%),-0.24,-20.16,0.00,-22.79,-3.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.06
Output Sequence Length (tokens),228.47,10.00,740.00,21933.00,20.45,36.00,51.00,100.00,179.00,325.75,459.50,600.00,730.50,170.79
Output Token Count (tokens),228.47,10.00,740.00,21933.00,20.45,36.00,51.00,100.00,179.00,325.75,459.50,600.00,730.50,170.79
Output Token Throughput Per User (tokens/sec/user),108.65,76.84,154.63,10430.04,76.94,90.38,96.64,103.31,108.88,114.84,122.67,125.97,132.89,11.53
Prefill Throughput Per User (tokens/sec/user),4936.79,121.90,22497.46,473931.66,139.91,270.35,354.34,1013.14,3936.30,7508.10,9837.52,11141.87,19613.19,4503.21
Request Latency (ms),2198.36,156.75,7134.85,211042.12,218.65,426.93,587.94,966.01,1762.79,3241.89,4358.53,5395.67,6329.85,1573.26
Time to First Output Token (ms),86.39,28.72,158.57,8293.05,29.06,34.76,35.91,80.84,84.51,90.65,141.84,157.37,158.47,31.41
Time to First Token (ms),86.39,28.72,158.57,8293.05,29.06,34.76,35.91,80.84,84.51,90.65,141.84,157.37,158.47,31.41
Time to Second Token (ms),6.81,1.96,8.77,653.52,2.15,2.84,5.80,6.90,7.24,7.45,7.65,7.73,8.01,1.33

Metric,Value
Benchmark Duration (sec),29.03
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),755.50
Request Count,96.00
Request Throughput (requests/sec),3.31
Total Input Sequence Length (tokens),44887.00
Total Output Sequence Length (tokens),21933.00
Total Output Tokens (tokens),21933.00
Total Token Throughput (tokens/sec),2301.66


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
