Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),106.29,62.04,139.67,10203.48,63.89,89.01,95.40,100.69,107.13,112.92,117.58,123.35,133.17,11.86
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,480.39,50.00,2048.00,46117.00,53.80,77.50,98.50,176.50,296.50,656.75,1170.00,1350.25,1851.35,423.19
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),115.39,12.28,489.81,11077.05,13.14,18.87,24.05,42.78,71.61,158.04,280.15,323.43,442.55,101.19
HTTP Data Sent (KB),12.53,1.59,43.70,1202.66,1.60,2.71,2.95,4.57,8.28,20.42,27.87,33.42,42.65,10.27
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4424.65,496.04,19123.18,424766.09,532.69,829.54,1027.51,1706.84,2840.65,5799.00,10798.57,12151.07,16832.95,3845.00
HTTP Receiving (ms),4228.23,384.55,18496.39,405909.81,439.20,674.45,844.16,1543.85,2710.63,5640.90,10608.38,11858.20,16513.77,3795.49
HTTP Sending (ms),0.12,0.09,0.19,11.75,0.09,0.10,0.10,0.11,0.12,0.13,0.15,0.16,0.19,0.02
HTTP Total Time (ms),4424.65,496.04,19123.18,424766.09,532.69,829.54,1027.51,1706.84,2840.65,5799.00,10798.57,12151.07,16832.95,3845.00
HTTP Waiting (TTFB) (ms),196.30,74.82,646.38,18844.52,76.32,87.67,99.44,122.83,161.58,222.29,299.32,476.45,627.61,121.27
Input Sequence Length (tokens),3130.91,393.00,11323.00,300567.00,393.95,594.25,775.00,1158.25,2062.00,5186.75,6762.50,8155.25,10268.50,2546.85
Inter Chunk Latency (ms),8.84,0.19,254.30,404974.53,3.62,6.32,6.77,7.03,7.25,7.47,7.74,8.04,85.43,12.42
Inter Token Latency (ms),8.84,6.69,12.99,848.87,6.99,7.26,7.76,8.41,8.89,9.22,9.57,9.83,12.83,0.94
OSL Mismatch Diff % (%),-76.59,-97.61,0.00,-7352.69,-97.42,-96.26,-95.24,-91.43,-85.57,-67.98,-42.90,-34.18,-9.65,20.67
Output Sequence Length (tokens),479.43,49.00,2048.00,46025.00,52.80,76.50,97.50,175.50,295.50,655.75,1169.50,1348.00,1850.40,423.26
Output Token Count (tokens),479.43,49.00,2048.00,46025.00,52.80,76.50,97.50,175.50,295.50,655.75,1169.50,1348.00,1850.40,423.26
Output Token Throughput Per User (tokens/sec/user),114.29,76.98,149.49,10971.70,77.91,101.69,104.48,108.44,112.55,118.92,128.81,137.81,143.08,11.50
Prefill Throughput Per User (tokens/sec/user),17537.12,824.31,67232.99,1683563.30,1616.26,4257.17,4863.27,7031.20,12887.71,24296.39,37719.36,42575.42,48768.07,13350.57
Request Latency (ms),4415.11,488.02,19123.24,423850.70,525.08,822.15,1020.49,1699.52,2833.28,5791.76,10790.54,12143.53,16825.04,3846.36
Time to First Output Token (ms),196.63,75.00,646.57,18876.17,76.51,87.84,99.60,123.03,161.76,222.48,299.52,476.72,627.84,121.28
Time to First Token (ms),196.63,75.00,646.57,18876.17,76.51,87.84,99.60,123.03,161.76,222.48,299.52,476.72,627.84,121.28
Time to Second Token (ms),16.76,1.21,254.30,1609.28,1.54,3.77,4.45,5.34,6.10,6.63,20.02,94.02,155.52,37.96

Metric,Value
Benchmark Duration (sec),54.96
OSL Mismatch Count,95.00
Output Token Throughput (tokens/sec),837.43
Request Count,96.00
Request Throughput (requests/sec),1.75
Total Input Sequence Length (tokens),300567.00
Total Output Sequence Length (tokens),46025.00
Total Output Tokens (tokens),46025.00
Total Token Throughput (tokens/sec),6306.27


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
