Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),102.24,59.56,148.05,9815.35,65.47,78.51,89.90,98.62,104.62,107.28,111.11,114.97,132.41,11.88
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,446.78,69.00,1487.00,42891.00,69.95,92.50,111.50,168.00,373.50,633.75,935.00,1062.25,1444.25,334.24
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.02,0.00,1.01,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.14
HTTP Connection Overhead (ms),0.02,0.00,1.01,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.14
HTTP Connection Reused (ratio),0.98,0.00,1.00,94.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.14
HTTP Data Received (KB),107.33,16.76,355.75,10304.02,17.08,22.44,27.19,40.57,90.00,151.81,224.42,254.39,346.12,79.91
HTTP Data Sent (KB),12.27,1.59,37.00,1178.28,1.60,2.86,2.95,5.03,8.79,20.42,26.44,30.23,35.06,9.26
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4255.43,651.69,13866.78,408521.76,863.41,1068.53,1160.81,1825.98,3500.77,5892.84,8489.82,10449.43,13562.95,3065.95
HTTP Receiving (ms),4088.34,523.83,13780.06,392481.04,563.98,891.05,1025.62,1631.20,3389.82,5728.54,8322.62,9952.66,13397.38,3054.62
HTTP Sending (ms),0.16,0.11,1.26,15.55,0.12,0.12,0.13,0.13,0.14,0.14,0.17,0.18,1.15,0.15
HTTP Total Time (ms),4255.46,651.69,13866.78,408523.72,863.41,1068.53,1160.81,1825.98,3500.77,5892.84,8489.82,10449.43,13562.95,3065.96
HTTP Waiting (TTFB) (ms),166.93,83.88,626.15,16025.17,83.95,85.13,85.47,88.18,154.78,166.94,231.16,578.67,626.12,130.58
Input Sequence Length (tokens),3056.46,393.00,8986.00,293420.00,393.95,663.25,820.00,1293.25,2269.50,5186.75,6341.00,7434.50,8562.30,2252.50
Inter Chunk Latency (ms),9.18,1.01,316.83,391605.50,3.87,6.63,7.44,7.77,7.97,8.15,8.35,8.65,71.19,9.24
Inter Token Latency (ms),9.25,6.66,12.34,888.04,7.27,8.08,8.50,8.93,9.24,9.53,10.07,10.47,11.52,0.76
OSL Mismatch Diff % (%),-78.23,-96.68,-27.44,-7510.40,-96.63,-95.53,-94.60,-91.85,-81.81,-69.10,-54.39,-48.18,-29.53,16.32
Output Sequence Length (tokens),445.78,68.00,1486.00,42795.00,68.95,91.50,110.50,167.00,372.50,632.75,934.00,1061.25,1443.25,334.24
Output Token Count (tokens),445.78,68.00,1486.00,42795.00,68.95,91.50,110.50,167.00,372.50,632.75,934.00,1061.25,1443.25,334.24
Output Token Throughput Per User (tokens/sec/user),108.83,81.02,150.13,10448.11,86.84,95.52,99.30,104.89,108.27,111.99,117.62,123.70,137.54,9.09
Prefill Throughput Per User (tokens/sec/user),21794.70,697.16,83679.21,2092291.17,1188.51,4288.52,7221.08,9583.73,15955.00,30810.11,42118.36,55636.13,73617.21,16467.62
Request Latency (ms),4246.63,643.64,13858.85,407676.76,854.77,1060.30,1152.29,1817.87,3492.60,5884.41,8481.22,10441.72,13554.21,3066.63
Time to First Output Token (ms),167.41,84.08,626.41,16071.26,84.18,85.34,85.69,88.38,154.99,168.11,231.39,579.22,626.34,130.66
Time to First Token (ms),167.41,84.08,626.41,16071.26,84.18,85.34,85.69,88.38,154.99,168.11,231.39,579.22,626.34,130.66
Time to Second Token (ms),13.09,1.01,316.83,1256.25,1.07,2.05,4.46,5.89,6.74,7.22,21.34,33.24,95.92,33.97

Metric,Value
Benchmark Duration (sec),54.47
OSL Mismatch Count,96.00
Output Token Throughput (tokens/sec),785.71
Request Count,96.00
Request Throughput (requests/sec),1.76
Total Input Sequence Length (tokens),293420.00
Total Output Sequence Length (tokens),42795.00
Total Output Tokens (tokens),42795.00
Total Token Throughput (tokens/sec),6172.88


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
