Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),0.88,0.23,8.83,84.41,0.24,0.26,0.30,0.35,0.48,1.05,2.04,2.43,3.71,1.06
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,4.56,2.00,38.00,438.00,2.00,2.00,2.00,2.00,2.00,4.00,10.50,16.25,31.35,5.99
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),1.45,0.83,9.43,138.76,0.83,0.83,0.83,0.83,0.83,1.31,2.86,4.26,7.90,1.44
HTTP Data Sent (KB),30.03,11.74,103.02,2883.00,11.84,13.66,15.61,19.62,24.59,34.31,51.57,67.43,88.85,17.48
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),3533.06,1089.55,12004.09,339173.61,1089.69,1775.18,2103.75,2551.48,3346.47,4055.27,4646.92,6735.56,8253.11,1576.16
HTTP Receiving (ms),803.53,4.77,7960.55,77139.24,7.29,239.61,242.75,254.45,270.60,783.13,1818.99,3518.85,5294.77,1247.36
HTTP Sending (ms),0.15,0.10,0.32,14.42,0.10,0.11,0.11,0.12,0.13,0.17,0.21,0.26,0.28,0.05
HTTP Total Time (ms),3533.06,1089.55,12004.09,339173.61,1089.69,1775.18,2103.75,2551.48,3346.47,4055.27,4646.92,6735.56,8253.11,1576.16
HTTP Waiting (TTFB) (ms),2729.37,608.59,4260.00,262019.95,811.37,1341.95,1848.49,2105.51,2833.78,3163.61,3722.52,3995.09,4096.87,752.74
Input Sequence Length (tokens),6752.54,2378.00,23682.00,648244.00,2691.50,3043.75,3280.00,4306.75,5680.50,7661.25,11863.50,15738.75,22920.10,4114.20
Inter Chunk Latency (ms),220.02,2.64,314.00,54124.11,2.69,3.99,4.93,242.50,257.55,266.80,279.79,292.05,313.85,95.02
Inter Token Latency (ms),240.54,2.64,275.64,9140.45,14.31,144.42,218.72,251.95,258.16,262.09,266.33,269.80,274.02,56.02
OSL Mismatch Diff % (%),-99.83,-99.95,-98.19,-9583.30,-99.95,-99.95,-99.95,-99.95,-99.95,-99.85,-99.54,-99.26,-98.52,0.29
Output Sequence Length (tokens),3.56,1.00,37.00,342.00,1.00,1.00,1.00,1.00,1.00,3.00,9.50,15.25,30.35,5.99
Output Token Count (tokens),3.56,1.00,37.00,342.00,1.00,1.00,1.00,1.00,1.00,3.00,9.50,15.25,30.35,5.99
Output Token Throughput Per User (tokens/sec/user),14.50,3.63,378.17,550.98,3.65,3.71,3.75,3.82,3.87,3.97,4.57,9.58,249.07,59.92
Prefill Throughput Per User (tokens/sec/user),2623.13,824.75,9078.98,251820.16,903.37,993.18,1260.49,1479.03,2232.45,3064.14,4504.78,6263.81,7529.49,1590.43
Request Latency (ms),3293.39,822.38,11998.30,316165.76,822.43,1523.36,1851.18,2290.59,3123.28,3801.12,4398.27,6473.64,7990.49,1597.28
Time to First Output Token (ms),2729.60,608.88,4260.18,262041.65,811.71,1342.31,1848.81,2105.79,2833.98,3163.86,3722.78,3995.28,4097.05,752.71
Time to First Token (ms),2729.60,608.88,4260.18,262041.65,811.71,1342.31,1848.81,2105.79,2833.98,3163.86,3722.78,3995.28,4097.05,752.71
Time to Second Token (ms),251.81,2.64,313.74,9568.83,80.68,234.19,238.75,248.04,257.76,263.37,273.87,286.60,313.67,44.68

Metric,Value
Benchmark Duration (sec),22.21
OSL Mismatch Count,96.00
Output Token Throughput (tokens/sec),15.40
Request Count,96.00
Request Throughput (requests/sec),4.32
Total Input Sequence Length (tokens),648244.00
Total Output Sequence Length (tokens),342.00
Total Output Tokens (tokens),342.00
Total Token Throughput (tokens/sec),29200.36


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
