Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),27.53,16.17,36.47,2642.45,18.47,24.72,26.00,26.84,27.69,28.44,29.19,29.69,31.90,2.25
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,508.26,72.00,2048.00,48793.00,93.85,115.00,134.00,206.75,373.00,715.50,1012.50,1317.00,1788.65,415.38
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.03,0.00,0.50,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.48,0.12
HTTP Connection Overhead (ms),0.03,0.00,0.50,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.48,0.12
HTTP Connection Reused (ratio),0.93,0.00,1.00,89.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.26
HTTP Data Received (KB),122.08,17.49,490.28,11720.00,22.81,28.08,32.58,49.85,89.68,171.83,242.87,315.51,428.27,99.38
HTTP Data Sent (KB),13.14,1.59,47.13,1261.81,1.60,2.89,2.98,4.96,8.76,21.67,29.18,33.48,44.43,10.81
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),18295.14,3490.94,73553.91,1756333.62,3612.63,4351.65,5070.19,7582.12,13308.68,24298.40,36798.59,47311.28,64613.91,14816.71
HTTP Receiving (ms),17807.65,2314.06,71215.09,1709533.93,3214.03,3751.41,4591.90,7350.93,13024.07,23943.56,36436.79,45504.53,64045.85,14633.96
HTTP Sending (ms),0.31,0.18,0.70,29.92,0.19,0.21,0.24,0.26,0.29,0.32,0.36,0.61,0.69,0.10
HTTP Total Time (ms),18295.18,3490.94,73554.39,1756336.83,3612.63,4351.99,5070.19,7582.12,13308.68,24298.40,36798.59,47311.62,64613.94,14816.74
HTTP Waiting (TTFB) (ms),487.19,159.02,2338.48,46769.77,176.16,190.86,212.21,248.31,361.71,429.98,627.91,2110.36,2338.20,500.51
Input Sequence Length (tokens),3266.18,393.00,11679.00,313553.00,393.95,664.25,775.00,1168.00,2266.50,5260.50,7112.50,8215.75,11016.85,2654.95
Inter Chunk Latency (ms),35.18,9.85,1110.73,1706061.34,22.95,30.11,30.94,31.83,32.70,33.56,34.35,35.12,127.98,17.89
Inter Token Latency (ms),34.98,27.00,38.67,3358.30,30.86,32.20,33.09,34.05,35.13,36.17,37.11,37.42,38.15,1.77
OSL Mismatch Diff % (%),-75.23,-96.53,0.00,-7222.17,-95.47,-94.43,-93.51,-89.95,-81.84,-65.11,-50.61,-35.74,-12.71,20.28
Output Sequence Length (tokens),507.27,71.00,2048.00,48698.00,92.85,114.00,133.00,205.75,372.00,714.50,1011.50,1316.00,1787.70,415.42
Output Token Count (tokens),507.27,71.00,2048.00,48698.00,92.85,114.00,133.00,205.75,372.00,714.50,1011.50,1316.00,1787.70,415.42
Output Token Throughput Per User (tokens/sec/user),28.66,25.86,37.04,2751.72,26.21,26.72,26.95,27.65,28.47,29.37,30.22,31.06,32.44,1.55
Prefill Throughput Per User (tokens/sec/user),8601.96,186.16,28745.95,825788.09,317.56,1133.67,2258.28,3481.12,6268.83,12480.47,17999.70,21717.19,27613.39,6685.62
Request Latency (ms),18260.45,3457.93,73553.99,1753003.04,3581.89,4318.30,5037.82,7548.85,13275.05,24268.11,36765.00,47278.16,64580.60,14819.07
Time to First Output Token (ms),488.98,159.38,2339.21,46941.70,176.64,191.23,216.65,251.37,362.13,433.37,628.40,2111.10,2339.01,500.14
Time to First Token (ms),488.98,159.38,2339.21,46941.70,176.64,191.23,216.65,251.37,362.13,433.37,628.40,2111.10,2339.01,500.14
Time to Second Token (ms),61.47,18.28,1110.73,5900.69,18.31,27.41,28.26,29.73,31.36,33.23,97.97,227.93,293.60,118.66

Metric,Value
Benchmark Duration (sec),227.00
OSL Mismatch Count,95.00
Output Token Throughput (tokens/sec),214.53
Request Count,96.00
Request Throughput (requests/sec),0.42
Total Input Sequence Length (tokens),313553.00
Total Output Sequence Length (tokens),48698.00
Total Output Tokens (tokens),48698.00
Total Token Throughput (tokens/sec),1595.85


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
