Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),29.52,16.32,40.25,2833.67,22.44,25.91,27.33,28.49,29.32,30.64,31.75,32.41,38.24,2.75
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,219.86,10.00,651.00,21107.00,17.60,51.00,60.50,112.00,202.00,310.00,398.50,481.00,641.50,138.83
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.02,0.00,0.74,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.10
HTTP Connection Overhead (ms),0.02,0.00,0.74,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.10
HTTP Connection Reused (ratio),0.97,0.00,1.00,93.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.17
HTTP Data Received (KB),52.97,2.76,156.14,5085.45,4.58,12.58,14.88,27.20,48.67,74.63,95.66,115.34,153.84,33.21
HTTP Data Sent (KB),2.80,0.19,8.29,268.43,0.19,0.21,0.23,0.80,2.34,4.30,6.31,6.87,8.06,2.27
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),7339.21,612.61,21797.54,704564.17,683.50,1789.17,2186.75,3622.54,6680.40,9728.65,13497.79,16320.31,21224.95,4549.29
HTTP Receiving (ms),7096.34,264.44,21476.32,681248.31,542.52,1680.82,2026.88,3437.19,6455.98,9559.88,13128.45,15743.65,21102.23,4527.36
HTTP Sending (ms),0.28,0.10,0.93,26.49,0.10,0.16,0.21,0.24,0.26,0.29,0.33,0.35,0.82,0.10
HTTP Total Time (ms),7339.23,612.61,21797.54,704565.84,683.50,1789.17,2186.75,3622.54,6680.40,9728.65,13497.79,16320.46,21224.95,4549.31
HTTP Waiting (TTFB) (ms),242.60,103.58,799.02,23289.37,105.77,108.02,110.85,136.56,181.93,312.53,384.88,739.10,798.96,167.63
Input Sequence Length (tokens),620.07,8.00,1875.00,59527.00,8.00,9.75,17.50,152.25,512.00,987.00,1452.50,1576.75,1808.50,534.16
Inter Chunk Latency (ms),32.45,10.66,418.65,681066.19,20.67,27.26,28.06,28.79,29.51,30.26,31.20,52.26,115.38,15.57
Inter Token Latency (ms),32.50,24.48,40.95,3120.06,25.67,29.31,30.11,31.53,32.50,33.70,34.98,35.74,37.93,2.27
OSL Mismatch Diff % (%),-2.81,-92.70,0.28,-270.23,-55.39,-7.29,0.00,0.00,0.00,0.00,0.00,0.00,0.01,13.05
Output Sequence Length (tokens),219.78,10.00,651.00,21099.00,17.60,51.00,60.50,112.00,202.00,309.25,398.50,481.00,641.50,138.84
Output Token Count (tokens),219.78,10.00,651.00,21099.00,17.60,51.00,60.50,112.00,202.00,309.25,398.50,481.00,641.50,138.84
Output Token Throughput Per User (tokens/sec/user),30.93,24.42,40.85,2968.98,26.37,27.98,28.59,29.67,30.77,31.72,33.22,34.12,38.97,2.29
Prefill Throughput Per User (tokens/sec/user),2397.72,13.52,8678.01,230181.01,56.03,80.91,151.09,874.99,2620.04,3763.40,4185.75,4343.02,4875.97,1670.80
Request Latency (ms),7337.44,612.72,21797.60,704393.99,683.61,1766.27,2172.07,3622.66,6680.51,9728.77,13497.92,16320.43,21225.07,4549.44
Time to First Output Token (ms),243.00,103.96,799.53,23327.80,106.14,108.39,111.32,137.01,182.31,312.98,385.22,739.68,799.21,167.64
Time to First Token (ms),243.00,103.96,799.53,23327.80,106.14,108.39,111.32,137.01,182.31,312.98,385.22,739.68,799.21,167.64
Time to Second Token (ms),36.77,23.03,418.65,3529.97,23.05,27.07,27.57,28.32,29.15,30.20,36.72,59.44,131.72,41.67

Metric,Value
Benchmark Duration (sec),91.69
OSL Mismatch Count,6.00
Output Token Throughput (tokens/sec),230.12
Request Count,96.00
Request Throughput (requests/sec),1.05
Total Input Sequence Length (tokens),59527.00
Total Output Sequence Length (tokens),21099.00
Total Output Tokens (tokens),21099.00
Total Token Throughput (tokens/sec),879.38


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
