Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),87.75,3.15,166.41,8423.56,5.67,17.46,17.93,59.21,91.17,124.48,142.32,150.12,161.68,44.20
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,196.59,1.00,927.00,18873.00,2.90,3.00,3.00,20.00,43.00,356.25,540.50,586.50,848.15,228.16
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),47.46,0.60,222.56,4556.31,1.05,1.08,1.08,5.18,10.70,85.62,129.72,140.77,203.36,54.62
HTTP Data Sent (KB),40.41,4.05,374.20,3879.65,4.08,4.74,8.93,14.43,27.88,41.90,85.05,111.63,205.27,47.74
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1774.32,99.99,7889.27,170334.39,100.85,103.57,168.23,258.93,756.05,3214.33,4403.35,5038.16,7839.77,1861.60
HTTP Receiving (ms),1429.48,0.00,7493.87,137230.49,8.31,8.88,9.17,113.61,384.88,2557.62,3539.70,4316.52,7108.63,1680.12
HTTP Sending (ms),0.12,0.08,0.18,11.94,0.09,0.09,0.09,0.10,0.12,0.15,0.17,0.17,0.18,0.03
HTTP Total Time (ms),1774.32,99.99,7889.27,170334.39,100.85,103.57,168.23,258.93,756.05,3214.33,4403.35,5038.16,7839.77,1861.60
HTTP Waiting (TTFB) (ms),344.71,76.97,4034.81,33091.97,77.84,83.88,90.60,145.48,160.55,391.87,729.45,968.40,1902.28,488.15
Input Sequence Length (tokens),9426.46,898.00,87169.00,904940.00,898.00,1062.75,2025.00,3372.00,6522.50,9800.00,19835.00,26205.25,47984.35,11143.80
Inter Chunk Latency (ms),7.30,0.00,1323.13,137201.72,3.72,5.52,5.67,5.80,5.95,6.15,6.33,6.50,15.22,22.23
Inter Token Latency (ms),8.29,4.37,149.91,787.78,4.38,4.44,4.60,5.76,6.12,7.35,9.73,11.11,27.77,14.78
OSL Mismatch Diff % (%),-2.56,-98.57,0.18,-245.45,-64.81,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.01,13.37
Output Sequence Length (tokens),197.00,1.00,929.00,18912.00,2.90,3.00,3.00,20.00,43.00,356.50,541.00,587.50,852.05,228.54
Output Token Count (tokens),197.00,1.00,929.00,18912.00,2.90,3.00,3.00,20.00,43.00,356.50,541.00,587.50,852.05,228.54
Output Token Throughput Per User (tokens/sec/user),157.08,6.67,228.80,14922.18,47.46,90.19,102.79,136.02,163.42,173.59,217.62,225.09,228.47,40.95
Prefill Throughput Per User (tokens/sec/user),32163.89,3263.80,69431.09,3087733.50,6603.82,10656.22,11965.69,25572.55,28013.11,40775.46,50343.16,67177.19,68104.54,15040.63
Request Latency (ms),1774.08,100.04,7889.32,170311.82,100.90,103.65,168.28,254.20,756.10,3214.39,4403.42,5036.07,7839.84,1861.49
Time to First Output Token (ms),344.90,77.11,4034.99,33110.10,78.03,84.10,90.75,145.68,160.76,392.04,729.68,968.63,1902.48,488.15
Time to First Token (ms),344.90,77.11,4034.99,33110.10,78.03,84.10,90.75,145.68,160.76,392.04,729.68,968.63,1902.48,488.15
Time to Second Token (ms),15.91,0.00,1221.40,1511.68,0.00,0.00,0.00,1.95,3.33,4.34,4.78,5.13,91.16,124.36

Metric,Value
Benchmark Duration (sec),85.33
OSL Mismatch Count,4.00
Output Token Throughput (tokens/sec),221.62
Request Count,96.00
Request Throughput (requests/sec),1.12
Total Input Sequence Length (tokens),904940.00
Total Output Sequence Length (tokens),18912.00
Total Output Tokens (tokens),18912.00
Total Token Throughput (tokens/sec),10826.23


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
