Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),156.56,111.73,197.09,15029.82,114.82,127.08,133.44,148.50,160.66,167.47,172.30,176.10,179.02,15.72
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,432.49,78.00,1565.00,41519.00,87.50,92.00,121.00,179.75,328.50,576.75,912.50,1145.00,1561.20,334.31
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),103.81,19.04,374.17,9966.01,21.31,22.37,29.33,43.35,78.95,138.01,218.67,274.24,373.58,79.94
HTTP Data Sent (KB),13.17,1.75,46.57,1264.05,1.93,2.92,3.34,5.51,9.95,18.09,28.43,35.40,41.98,10.21
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2653.82,505.58,9279.12,254766.87,619.33,750.38,898.46,1271.63,2035.68,3361.67,5159.89,6813.59,9157.79,1911.72
HTTP Receiving (ms),2467.89,410.10,8964.57,236917.13,468.15,558.06,676.84,1151.70,1872.22,3176.71,4944.96,6621.85,8875.08,1878.97
HTTP Sending (ms),0.12,0.09,0.25,11.79,0.09,0.10,0.10,0.11,0.12,0.13,0.15,0.16,0.19,0.02
HTTP Total Time (ms),2653.82,505.58,9279.12,254766.87,619.33,750.38,898.46,1271.63,2035.68,3361.67,5159.89,6813.59,9157.79,1911.72
HTTP Waiting (TTFB) (ms),185.81,77.36,398.00,17837.95,86.54,96.07,104.78,135.95,186.74,217.85,277.18,288.37,337.91,63.28
Input Sequence Length (tokens),3041.42,393.00,10855.00,291976.00,393.95,664.25,708.50,1284.75,2355.00,4149.50,6616.50,8175.50,9749.20,2376.05
Inter Chunk Latency (ms),5.72,0.00,195.33,236864.22,3.78,4.93,5.12,5.26,5.38,5.49,5.63,5.74,6.88,6.04
Inter Token Latency (ms),5.80,4.75,7.81,556.63,5.26,5.31,5.35,5.52,5.74,5.90,6.40,6.61,7.27,0.46
OSL Mismatch Diff % (%),-3.24,-77.08,0.09,-311.32,-65.44,-26.67,-0.15,0.00,0.00,0.00,0.00,0.00,0.00,12.75
Output Sequence Length (tokens),432.62,78.00,1565.00,41532.00,87.50,92.00,120.50,179.75,328.50,576.50,913.50,1147.00,1560.25,334.53
Output Token Count (tokens),432.62,78.00,1565.00,41532.00,87.50,92.00,120.50,179.75,328.50,576.50,913.50,1147.00,1560.25,334.53
Output Token Throughput Per User (tokens/sec/user),173.44,128.10,210.71,16650.11,137.63,151.35,156.16,169.51,174.31,181.27,186.80,188.32,190.39,12.47
Prefill Throughput Per User (tokens/sec/user),15762.03,4007.36,56044.35,1513154.98,4395.69,4700.15,5325.38,8039.35,12179.19,20749.05,32405.01,35137.35,47894.56,10744.31
Request Latency (ms),2653.33,505.62,9273.19,254720.09,619.38,750.45,895.54,1271.69,2035.77,3361.72,5159.95,6813.65,9157.56,1911.39
Time to First Output Token (ms),186.00,77.52,398.15,17855.87,86.71,96.27,104.95,136.12,186.98,218.02,277.37,288.58,338.08,63.29
Time to First Token (ms),186.00,77.52,398.15,17855.87,86.71,96.27,104.95,136.12,186.98,218.02,277.37,288.58,338.08,63.29
Time to Second Token (ms),3.80,0.92,4.95,364.97,1.73,2.53,2.76,3.29,3.99,4.40,4.60,4.69,4.85,0.76

Metric,Value
Benchmark Duration (sec),129.04
OSL Mismatch Count,7.00
Output Token Throughput (tokens/sec),321.86
Request Count,96.00
Request Throughput (requests/sec),0.74
Total Input Sequence Length (tokens),291976.00
Total Output Sequence Length (tokens),41532.00
Total Output Tokens (tokens),41532.00
Total Token Throughput (tokens/sec),2584.59


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
