Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),11.62,4.58,21.09,1115.52,4.74,5.21,6.35,9.39,10.78,13.16,19.28,20.02,20.32,4.31
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,433.41,10.00,1854.00,41607.00,74.60,91.75,119.00,179.75,344.50,566.50,884.50,1178.00,1579.45,347.77
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.75,0.00,1.72,71.87,0.00,0.00,0.00,0.00,1.01,1.23,1.33,1.47,1.67,0.59
HTTP Connection Overhead (ms),0.75,0.00,1.72,71.87,0.00,0.00,0.00,0.00,1.01,1.23,1.33,1.47,1.67,0.59
HTTP Connection Reused (ratio),0.36,0.00,1.00,35.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.48
HTTP Data Received (KB),104.00,2.73,443.32,9983.97,18.22,22.36,28.87,43.44,82.78,135.74,211.87,281.89,377.77,83.08
HTTP Data Sent (KB),13.17,1.75,46.57,1264.05,1.93,2.92,3.34,5.51,9.95,18.09,28.43,35.40,41.98,10.21
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),38991.19,2023.30,120682.98,3743154.53,3832.88,5629.88,9659.66,18228.20,35090.86,55180.27,73855.09,83539.53,113329.50,25864.07
HTTP Receiving (ms),33058.04,1386.59,119172.35,3173572.28,3390.68,5367.45,9032.76,17342.26,24290.61,44772.84,70119.59,82516.22,111713.68,25134.27
HTTP Sending (ms),1.11,0.11,2.21,106.37,0.15,0.28,0.30,0.36,1.37,1.60,1.76,1.86,2.02,0.61
HTTP Total Time (ms),38991.94,2024.39,120684.02,3743226.40,3832.93,5630.63,9660.29,18229.12,35091.39,55180.27,73856.51,83539.90,113330.76,25864.11
HTTP Waiting (TTFB) (ms),5932.04,173.85,29554.52,569475.88,213.68,265.23,315.11,431.30,972.25,5711.26,24779.21,26030.58,28544.72,9135.60
Input Sequence Length (tokens),3041.42,393.00,10855.00,291976.00,393.95,664.25,708.50,1284.75,2355.00,4149.50,6616.50,8175.50,9749.20,2376.05
Inter Chunk Latency (ms),76.46,12.47,580.79,3172929.72,22.24,31.81,42.46,47.20,70.11,72.34,116.05,194.99,345.89,57.06
Inter Token Latency (ms),79.61,37.64,144.87,7642.71,39.70,47.19,49.72,65.00,84.92,91.99,99.43,101.29,111.50,19.30
OSL Mismatch Diff % (%),-3.81,-95.98,0.00,-365.73,-61.22,-43.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70
Output Sequence Length (tokens),433.31,9.00,1854.00,41598.00,74.55,91.75,119.00,179.75,344.50,566.50,884.00,1178.00,1579.45,347.77
Output Token Count (tokens),433.31,9.00,1854.00,41598.00,74.55,91.75,119.00,179.75,344.50,566.50,884.00,1178.00,1579.45,347.77
Output Token Throughput Per User (tokens/sec/user),13.51,6.90,26.57,1296.60,9.00,9.87,10.06,10.87,11.78,15.38,20.11,21.19,25.19,4.07
Prefill Throughput Per User (tokens/sec/user),3421.16,15.29,14505.78,328431.68,26.12,59.63,77.39,377.11,2923.04,5278.55,8316.69,9432.07,13795.31,3294.63
Request Latency (ms),38984.66,1795.80,120683.10,3742527.32,3821.66,5629.97,9659.77,18228.41,35091.01,55180.35,73855.20,83485.21,113329.67,25863.91
Time to First Output Token (ms),5933.31,175.67,29556.60,569597.61,215.31,266.77,316.93,431.84,972.61,5711.96,24780.33,26032.07,28546.35,9135.70
Time to First Token (ms),5933.31,175.67,29556.60,569597.61,215.31,266.77,316.93,431.84,972.61,5711.96,24780.33,26032.07,28546.35,9135.70
Time to Second Token (ms),107.29,15.93,580.64,10300.16,20.48,35.43,39.82,54.89,69.77,118.93,269.09,314.07,420.65,99.74

Metric,Value
Benchmark Duration (sec),149.42
OSL Mismatch Count,7.00
Output Token Throughput (tokens/sec),278.40
Request Count,96.00
Request Throughput (requests/sec),0.64
Total Input Sequence Length (tokens),291976.00
Total Output Sequence Length (tokens),41598.00
Total Output Tokens (tokens),41598.00
Total Token Throughput (tokens/sec),2232.51


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
