Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),103.22,65.10,127.53,9909.56,65.41,88.56,95.87,98.70,103.45,107.69,113.71,119.62,126.91,10.08
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),56.64,2.96,177.52,5437.25,4.81,12.86,16.28,28.91,50.08,78.08,106.36,118.19,157.61,36.67
HTTP Data Sent (KB),3.05,0.22,8.87,292.66,0.23,0.24,0.28,0.91,2.57,4.78,6.68,7.38,8.78,2.44
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2226.70,152.80,6972.18,213762.96,230.35,572.48,654.82,1071.31,1993.51,3016.92,4146.30,4760.07,6217.42,1423.04
HTTP Receiving (ms),2128.36,68.62,6935.85,204323.02,148.00,446.26,572.15,985.92,1831.02,2934.29,4063.18,4678.17,6180.71,1416.92
HTTP Sending (ms),0.13,0.09,0.31,12.00,0.09,0.09,0.10,0.11,0.12,0.13,0.16,0.17,0.24,0.03
HTTP Total Time (ms),2226.70,152.80,6972.18,213762.96,230.35,572.48,654.82,1071.31,1993.51,3016.92,4146.30,4760.07,6217.42,1423.04
HTTP Waiting (TTFB) (ms),98.21,28.60,220.87,9427.94,29.06,35.68,36.32,82.16,83.38,96.95,155.23,217.46,220.67,49.23
Input Sequence Length (tokens),654.05,20.00,1947.00,62789.00,20.00,21.75,29.50,174.25,544.00,1034.00,1514.50,1661.25,1890.00,552.52
Inter Chunk Latency (ms),9.14,1.59,86.72,204322.75,2.61,6.63,7.31,7.56,7.76,7.94,8.14,8.41,67.63,9.43
Inter Token Latency (ms),9.12,7.60,11.20,875.30,7.61,7.74,7.87,8.70,9.17,9.57,9.96,10.26,11.14,0.77
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
Output Token Count (tokens),234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
Output Token Throughput Per User (tokens/sec/user),110.49,89.26,131.51,10606.69,89.80,97.43,100.38,104.44,109.11,114.88,127.13,129.15,131.43,9.62
Prefill Throughput Per User (tokens/sec/user),6538.51,101.07,23396.65,627697.14,203.52,557.39,713.68,1657.20,5375.83,9471.80,15084.96,18410.65,22627.48,5702.08
Request Latency (ms),2226.76,152.86,6972.23,213768.88,230.40,572.54,654.88,1071.37,1993.59,3017.00,4146.35,4760.14,6217.48,1423.04
Time to First Output Token (ms),98.40,28.78,221.08,9446.13,29.21,35.87,36.48,82.34,83.54,97.11,155.42,217.67,221.07,49.25
Time to First Token (ms),98.40,28.78,221.08,9446.13,29.21,35.87,36.48,82.34,83.54,97.11,155.42,217.67,221.07,49.25
Time to Second Token (ms),8.80,2.27,75.58,844.67,2.41,3.56,5.88,6.76,7.07,7.38,7.60,7.78,70.69,11.26
Usage Completion Tokens (tokens),234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
Usage Prompt Tokens (tokens),654.05,20.00,1947.00,62789.00,20.00,21.75,29.50,174.25,544.00,1034.00,1514.50,1661.25,1890.00,552.52
Usage Total Tokens (tokens),888.08,64.00,2278.00,85256.00,88.70,149.00,195.50,494.75,784.00,1241.50,1705.50,1930.75,2168.75,557.20

Metric,Value
Benchmark Duration (sec),27.68
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),811.65
Request Count,96.00
Request Throughput (requests/sec),3.47
Total Input Sequence Length (tokens),62789.00
Total Output Sequence Length (tokens),22467.00
Total Output Tokens (tokens),22467.00
Total Token Throughput (tokens/sec),3079.99
Total Usage Completion Tokens (tokens),22467.00
Total Usage Prompt Tokens (tokens),62789.00
Total Usage Total Tokens (tokens),85256.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
