Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),99.08,38.65,147.93,9511.99,57.22,77.62,81.44,90.99,97.54,108.04,118.92,128.68,143.20,16.72
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,209.26,10.00,641.00,20089.00,17.60,50.50,59.50,97.75,185.50,286.25,394.50,464.25,585.90,136.30
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),50.43,2.77,153.91,4841.67,4.58,12.47,14.60,23.79,44.78,68.90,94.78,111.38,140.56,32.61
HTTP Data Sent (KB),2.80,0.19,8.29,268.43,0.19,0.21,0.23,0.80,2.34,4.30,6.31,6.87,8.06,2.27
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2077.83,205.71,6374.24,199471.21,256.01,563.08,755.14,969.15,1844.35,2774.89,4058.41,4680.42,5124.96,1304.27
HTTP Receiving (ms),1934.03,68.70,6163.64,185667.34,112.19,443.80,596.41,869.29,1679.84,2575.17,3941.65,4445.78,5086.19,1288.07
HTTP Sending (ms),0.12,0.07,0.22,11.80,0.09,0.10,0.10,0.11,0.12,0.13,0.15,0.18,0.21,0.03
HTTP Total Time (ms),2077.83,205.71,6374.24,199471.21,256.01,563.08,755.14,969.15,1844.35,2774.89,4058.41,4680.42,5124.96,1304.27
HTTP Waiting (TTFB) (ms),143.67,26.39,339.26,13792.07,27.41,28.71,30.96,94.34,128.43,182.99,297.47,299.64,327.36,79.50
Input Sequence Length (tokens),620.07,8.00,1875.00,59527.00,8.00,9.75,17.50,152.25,512.00,987.00,1452.50,1576.75,1808.50,534.16
Inter Chunk Latency (ms),9.28,0.45,164.64,185405.68,2.02,5.47,6.02,6.42,6.64,6.85,7.12,7.48,111.73,16.06
Inter Token Latency (ms),9.30,6.36,15.04,892.50,6.48,6.76,7.21,8.32,9.38,10.12,11.00,11.59,13.57,1.51
OSL Mismatch Diff % (%),-6.22,-86.62,0.17,-597.24,-84.28,-64.11,-18.23,0.00,0.00,0.00,0.00,0.00,0.01,19.14
Output Sequence Length (tokens),209.10,10.00,641.00,20074.00,17.60,50.25,59.50,97.00,185.00,286.25,394.50,463.50,586.85,136.34
Output Token Count (tokens),209.10,10.00,641.00,20074.00,17.60,50.25,59.50,97.00,185.00,286.25,394.50,463.50,586.85,136.34
Output Token Throughput Per User (tokens/sec/user),110.43,66.51,157.33,10601.34,73.73,86.26,90.87,98.86,106.63,120.18,138.61,147.96,154.28,18.14
Prefill Throughput Per User (tokens/sec/user),3939.48,33.59,11339.85,378189.66,52.84,265.10,326.65,1527.94,3931.22,5927.79,7364.29,9199.30,11078.40,2892.47
Request Latency (ms),2075.16,205.76,6374.29,199215.67,256.06,563.14,751.64,967.43,1844.41,2774.95,4058.48,4680.48,5125.01,1305.95
Time to First Output Token (ms),143.85,26.57,339.45,13810.00,27.57,28.90,31.14,94.52,128.61,183.21,297.66,299.88,327.54,79.51
Time to First Token (ms),143.85,26.57,339.45,13810.00,27.57,28.90,31.14,94.52,128.61,183.21,297.66,299.88,327.54,79.51
Time to Second Token (ms),8.16,1.21,108.88,783.66,1.58,1.91,3.23,5.52,5.87,6.10,6.29,6.65,88.38,15.44

Metric,Value
Benchmark Duration (sec),25.90
OSL Mismatch Count,11.00
Output Token Throughput (tokens/sec),774.91
Request Count,96.00
Request Throughput (requests/sec),3.71
Total Input Sequence Length (tokens),59527.00
Total Output Sequence Length (tokens),20074.00
Total Output Tokens (tokens),20074.00
Total Token Throughput (tokens/sec),3072.81


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
