Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),1.72,0.03,5.30,165.39,0.04,0.07,0.09,0.43,0.82,2.85,4.16,4.65,5.06,1.57
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,194.85,1.00,929.00,18706.00,2.90,3.00,3.00,20.00,52.00,356.50,541.00,587.50,852.05,227.59
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.84,0.00,3.25,80.89,0.00,0.00,0.00,0.53,0.75,1.20,1.65,2.09,2.40,0.65
HTTP Connection Overhead (ms),0.84,0.00,3.25,80.89,0.00,0.00,0.00,0.53,0.75,1.20,1.65,2.09,2.40,0.65
HTTP Connection Reused (ratio),0.22,0.00,1.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.41
HTTP Data Received (KB),46.97,0.60,222.78,4508.94,1.05,1.08,1.08,5.18,12.86,85.62,129.68,140.83,204.04,54.42
HTTP Data Sent (KB),40.41,4.05,374.20,3879.65,4.08,4.74,8.93,14.43,27.88,41.90,85.05,111.63,205.27,47.74
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),80162.44,25976.29,175243.64,7695593.86,26752.13,29848.90,32157.85,37610.16,79664.21,112413.38,145697.50,154882.71,172397.62,42689.47
HTTP Receiving (ms),42882.33,0.00,151307.15,4116703.36,118.78,170.67,510.00,7430.85,25378.97,68915.47,118453.91,127679.94,150130.35,43794.11
HTTP Sending (ms),1.16,0.14,3.84,111.64,0.15,0.20,0.26,0.71,0.94,1.57,2.22,2.72,3.14,0.75
HTTP Total Time (ms),80163.28,25977.33,175245.87,7695674.75,26752.81,29849.57,32159.05,37611.07,79664.48,112413.89,145698.40,154883.68,172399.92,42689.56
HTTP Waiting (TTFB) (ms),37278.95,20120.35,83532.73,3578778.87,20759.22,22975.17,23723.24,25677.72,29089.82,34681.16,72422.15,79636.81,83163.74,18705.74
Input Sequence Length (tokens),9426.46,898.00,87169.00,904940.00,898.00,1062.75,2025.00,3372.00,6522.50,9800.00,19835.00,26205.25,47984.35,11143.80
Inter Chunk Latency (ms),221.27,13.81,5420.83,4116324.34,34.86,50.14,55.62,74.46,89.71,92.79,421.53,1028.17,2723.61,483.35
Inter Token Latency (ms),423.81,62.52,4806.05,40261.76,62.56,84.39,89.69,169.33,265.87,472.65,789.34,1312.75,1644.89,563.19
OSL Mismatch Diff % (%),-2.98,-87.36,0.00,-286.50,-75.26,-0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.51
Output Sequence Length (tokens),194.79,1.00,929.00,18700.00,2.90,3.00,3.00,20.00,52.00,356.50,540.50,587.50,852.05,227.57
Output Token Count (tokens),194.79,1.00,929.00,18700.00,2.90,3.00,3.00,20.00,52.00,356.50,540.50,587.50,852.05,227.57
Output Token Throughput Per User (tokens/sec/user),4.86,0.21,16.00,462.06,0.66,0.76,1.27,2.12,3.76,5.91,11.15,11.85,15.99,3.71
Prefill Throughput Per User (tokens/sec/user),286.02,11.38,3158.03,27457.64,13.09,38.83,52.77,123.26,215.27,275.33,570.39,825.93,1609.87,374.62
Request Latency (ms),80158.62,25976.52,175243.83,7695227.80,26752.30,29848.96,32158.00,37610.28,79617.30,112413.48,145697.60,154882.85,172397.87,42689.77
Time to First Output Token (ms),37280.24,20121.82,83533.05,3578903.46,20760.29,22977.54,23724.69,25678.75,29091.20,34681.51,72422.77,79637.52,83165.68,18705.52
Time to First Token (ms),37280.24,20121.82,83533.05,3578903.46,20760.29,22977.54,23724.69,25678.75,29091.20,34681.51,72422.77,79637.52,83165.68,18705.52
Time to Second Token (ms),1264.00,44.54,5420.83,120080.42,44.81,44.95,75.12,83.09,422.98,1449.48,4779.48,4811.00,5420.78,1805.91

Metric,Value
Benchmark Duration (sec),188.44
OSL Mismatch Count,4.00
Output Token Throughput (tokens/sec),99.24
Request Count,96.00
Request Throughput (requests/sec),0.51
Total Input Sequence Length (tokens),904940.00
Total Output Sequence Length (tokens),18700.00
Total Output Tokens (tokens),18700.00
Total Token Throughput (tokens/sec),4901.47


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
