Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),100.80,69.38,136.44,9676.71,69.92,83.02,87.47,93.43,100.78,107.79,111.17,116.43,130.11,11.37
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,365.36,71.00,1384.00,35075.00,71.00,83.00,97.00,144.00,271.50,416.75,863.50,1102.50,1325.10,309.84
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),88.05,17.46,331.71,8452.62,17.64,20.60,23.95,35.19,65.50,100.52,206.96,264.14,317.51,74.07
HTTP Data Sent (KB),11.58,1.63,38.43,1111.94,1.64,2.83,3.29,4.98,8.80,15.14,26.42,31.76,36.77,8.96
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),3512.03,692.93,13277.66,337154.43,759.72,962.70,1119.66,1477.76,2620.42,4155.77,8401.57,9767.27,12292.28,2804.66
HTTP Receiving (ms),3367.29,608.56,13065.23,323259.75,613.44,834.93,976.84,1322.66,2506.85,4052.51,8251.74,9608.81,12129.68,2795.02
HTTP Sending (ms),0.14,0.11,0.20,13.04,0.11,0.12,0.12,0.13,0.13,0.14,0.15,0.18,0.20,0.02
HTTP Total Time (ms),3512.03,692.93,13277.66,337154.43,759.72,962.70,1119.66,1477.76,2620.42,4155.77,8401.57,9767.27,12292.28,2804.66
HTTP Waiting (TTFB) (ms),144.60,78.74,358.76,13881.64,79.93,82.11,83.08,84.86,149.93,158.05,216.34,285.41,358.60,67.49
Input Sequence Length (tokens),2977.44,405.00,10106.00,285834.00,405.95,666.75,802.00,1241.25,2281.00,4025.75,6453.00,7833.00,8958.40,2249.49
Inter Chunk Latency (ms),9.26,1.09,100.33,322778.87,3.68,6.47,7.28,7.66,7.86,8.05,8.27,8.70,67.85,9.52
Inter Token Latency (ms),9.43,7.20,13.55,905.26,7.30,7.79,8.39,8.83,9.21,9.89,10.75,11.14,12.74,1.06
OSL Mismatch Diff % (%),-9.48,-73.56,0.00,-909.85,-67.92,-45.53,-33.10,-15.00,0.00,0.00,0.00,0.00,0.00,16.52
Output Sequence Length (tokens),365.36,71.00,1384.00,35075.00,71.00,83.00,97.00,144.00,271.50,416.75,863.50,1102.50,1325.10,309.84
Output Token Count (tokens),365.36,71.00,1384.00,35075.00,71.00,83.00,97.00,144.00,271.50,416.75,863.50,1102.50,1325.10,309.84
Output Token Throughput Per User (tokens/sec/user),107.32,73.79,138.81,10302.51,78.52,89.76,92.98,101.09,108.56,113.25,119.17,128.45,137.06,11.52
Prefill Throughput Per User (tokens/sec/user),22321.17,2607.54,87530.86,2142831.88,2624.36,4813.30,6542.67,9937.33,16956.23,29744.07,47834.24,57554.26,68556.01,17192.57
Request Latency (ms),3507.61,684.91,13269.32,336730.98,751.17,960.64,1114.76,1473.89,2616.50,4147.46,8401.64,9760.81,12286.75,2805.88
Time to First Output Token (ms),145.33,78.95,358.96,13952.11,80.14,82.31,83.27,85.27,150.12,159.47,216.54,285.68,358.83,67.33
Time to First Token (ms),145.33,78.95,358.96,13952.11,80.14,82.31,83.27,85.27,150.12,159.47,216.54,285.68,358.83,67.33
Time to Second Token (ms),11.71,1.12,97.00,1124.41,1.14,2.37,4.88,5.82,6.59,7.10,21.14,65.38,96.99,18.84
Usage Completion Tokens (tokens),365.36,71.00,1384.00,35075.00,71.00,83.00,97.00,144.00,271.50,416.75,863.50,1102.50,1325.10,309.84
Usage Prompt Tokens (tokens),2977.44,405.00,10106.00,285834.00,405.95,666.75,802.00,1241.25,2281.00,4025.75,6453.00,7833.00,8958.40,2249.49
Usage Total Tokens (tokens),3342.80,506.00,10961.00,320909.00,605.75,765.75,979.00,1471.00,2612.00,4650.50,6868.50,8426.00,9591.10,2412.41

Metric,Value
Benchmark Duration (sec),45.44
OSL Mismatch Count,31.00
Output Token Throughput (tokens/sec),771.89
Request Count,96.00
Request Throughput (requests/sec),2.11
Total Input Sequence Length (tokens),285834.00
Total Output Sequence Length (tokens),35075.00
Total Output Tokens (tokens),35075.00
Total Token Throughput (tokens/sec),7062.22
Total Usage Completion Tokens (tokens),35075.00
Total Usage Prompt Tokens (tokens),285834.00
Total Usage Total Tokens (tokens),320909.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
