Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),9.05,0.71,14.92,904.70,1.99,2.65,4.62,7.15,8.60,11.85,14.10,14.54,14.92,3.44
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,250.62,11.00,748.00,25062.00,18.92,54.00,77.60,135.50,242.50,329.50,451.70,494.65,657.91,149.08
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.12,0.00,12.06,12.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,1.20
HTTP Connection Overhead (ms),0.13,0.00,13.48,13.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,1.34
HTTP Connection Reused (ratio),0.99,0.00,1.00,99.00,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.10
HTTP Data Received (KB),79.04,3.84,234.85,7903.71,6.35,16.86,24.91,42.97,76.25,104.12,142.49,155.72,207.54,46.88
HTTP Data Sent (KB),3.14,0.28,8.93,313.61,0.29,0.30,0.33,0.97,2.77,4.99,6.88,7.39,8.84,2.47
HTTP DNS Lookup (ms),0.01,0.00,1.41,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.14
HTTP Duration (excl. conn) (ms),27574.32,3387.86,65398.24,2757432.19,5847.77,7594.86,10263.77,17646.45,27562.76,36693.15,45388.17,46982.86,54997.07,12837.52
HTTP Receiving (ms),16603.50,619.47,48685.66,1660349.81,1115.59,3392.85,4815.72,9171.43,15875.20,21738.13,30314.08,33391.17,43789.98,9972.19
HTTP Sending (ms),0.24,0.08,12.34,23.82,0.08,0.08,0.09,0.09,0.12,0.13,0.14,0.14,0.31,1.22
HTTP Total Time (ms),27574.46,3387.86,65398.24,2757445.67,5847.77,7594.86,10263.77,17646.45,27562.76,36693.15,45388.17,46982.86,54997.07,12837.42
HTTP Waiting (TTFB) (ms),10970.59,538.42,32093.75,1097058.56,672.29,863.04,1117.20,3741.29,10847.02,16378.86,20745.00,23313.39,31551.29,7607.95
Input Sequence Length (tokens),655.46,40.00,1951.00,65546.00,42.97,46.90,51.90,194.25,552.00,1044.75,1471.80,1583.30,1832.20,534.42
Inter Chunk Latency (ms),67.58,0.00,356.63,1660189.72,20.86,60.68,63.07,64.73,66.61,69.42,74.75,78.93,112.93,11.27
Inter Token Latency (ms),67.36,63.46,72.50,6735.71,64.07,64.45,64.90,65.89,66.94,69.04,69.85,71.01,71.29,1.94
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),247.23,10.00,740.00,24723.00,17.92,51.00,76.60,133.75,238.50,325.75,446.10,487.80,651.89,147.88
Output Token Count (tokens),247.23,10.00,740.00,24723.00,17.92,51.00,76.60,133.75,238.50,325.75,446.10,487.80,651.89,147.88
Output Token Throughput Per User (tokens/sec/user),14.86,13.79,15.76,1485.85,14.03,14.08,14.32,14.48,14.94,15.18,15.41,15.52,15.61,0.42
Prefill Throughput Per User (tokens/sec/user),64.80,21.59,350.58,6480.11,22.03,23.32,24.66,31.57,47.92,80.20,121.74,172.35,198.68,50.20
Request Latency (ms),27572.77,3386.96,65396.94,2757277.35,5847.72,7594.80,10262.86,17645.42,27561.93,36692.70,45387.10,46982.88,54997.10,12837.09
Time to First Output Token (ms),10970.88,538.55,32093.94,1097087.63,672.47,863.17,1117.38,3741.44,10847.18,16379.03,20745.14,23313.58,31551.52,7607.81
Time to First Token (ms),10970.88,538.55,32093.94,1097087.63,672.47,863.17,1117.38,3741.44,10847.18,16379.03,20745.14,23313.58,31551.52,7607.81
Time to Second Token (ms),58.93,5.52,144.93,5892.70,6.26,51.86,52.99,54.66,56.68,62.42,65.72,81.34,108.85,16.87
Usage Completion Tokens (tokens),247.23,10.00,740.00,24723.00,17.92,51.00,76.60,133.75,238.50,325.75,446.10,487.80,651.89,147.88
Usage Prompt Cache Read Tokens (tokens),439.41,30.00,1579.00,43941.00,30.00,30.00,30.00,30.00,240.50,802.25,1198.20,1371.60,1536.43,470.84
Usage Prompt Tokens (tokens),655.46,40.00,1951.00,65546.00,42.97,46.90,51.90,194.25,552.00,1044.75,1471.80,1583.30,1832.20,534.42
Usage Total Tokens (tokens),902.69,87.00,2222.00,90269.00,124.62,172.80,233.40,493.50,792.50,1276.25,1658.40,1930.20,2102.21,540.77

Metric,Value
Benchmark Duration (sec),2757.64
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),8.97
Overall Usage Prompt Cache Read % (%),67.04
Request Count,100.00
Request Throughput (requests/sec),0.04
Total Input Sequence Length (tokens),65546.00
Total Output Sequence Length (tokens),24723.00
Total Output Tokens (tokens),24723.00
Total Token Throughput (tokens/sec),32.73
Total Usage Completion Tokens (tokens),24723.00
Total Usage Prompt Cache Read Tokens (tokens),43941.00
Total Usage Prompt Tokens (tokens),65546.00
Total Usage Total Tokens (tokens),90269.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
