Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),45.35,1.74,96.67,4353.83,3.01,4.75,12.59,27.01,50.29,60.92,71.71,76.26,88.16,22.46
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,196.65,1.00,928.00,18878.00,1.95,3.00,3.00,20.00,51.50,356.25,528.00,586.25,851.05,225.78
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),47.40,0.60,222.25,4550.83,0.83,1.08,1.08,5.19,12.72,85.58,126.71,140.64,203.80,53.98
HTTP Data Sent (KB),40.41,4.05,374.20,3879.65,4.08,4.74,8.93,14.43,27.88,41.90,85.05,111.63,205.27,47.74
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),3889.66,106.23,16943.95,373407.07,110.21,173.82,191.95,446.24,2422.84,6569.10,9280.23,10865.19,15357.85,4017.97
HTTP Receiving (ms),3375.19,0.00,15850.40,324018.36,0.62,12.95,14.14,253.06,1593.12,6005.90,8932.98,10510.36,14587.06,3857.42
HTTP Sending (ms),0.14,0.09,0.29,12.99,0.09,0.09,0.09,0.10,0.13,0.16,0.19,0.20,0.22,0.04
HTTP Total Time (ms),3889.66,106.23,16943.95,373407.07,110.21,173.82,191.95,446.24,2422.84,6569.10,9280.23,10865.19,15357.85,4017.97
HTTP Waiting (TTFB) (ms),514.33,85.08,4639.93,49375.72,86.10,94.48,121.87,161.46,227.67,543.38,1165.80,1996.04,2566.82,692.75
Input Sequence Length (tokens),9426.46,898.00,87169.00,904940.00,898.00,1062.75,2025.00,3372.00,6522.50,9800.00,19835.00,26205.25,47984.35,11143.80
Inter Chunk Latency (ms),17.26,0.00,1329.53,323989.28,3.11,6.03,7.52,8.07,8.43,8.76,9.35,67.32,272.04,56.79
Inter Token Latency (ms),21.02,0.32,162.43,1997.24,3.80,6.54,7.19,10.08,15.12,18.87,25.99,87.85,128.27,26.94
OSL Mismatch Diff % (%),-2.01,-90.49,0.28,-193.15,-57.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,11.69
Output Sequence Length (tokens),197.05,1.00,929.00,18917.00,2.90,3.00,3.00,20.00,51.50,356.50,529.00,587.00,852.05,225.91
Output Token Count (tokens),197.05,1.00,929.00,18917.00,2.90,3.00,3.00,20.00,51.50,356.50,529.00,587.00,852.05,225.91
Output Token Throughput Per User (tokens/sec/user),110.00,6.16,3095.75,10450.37,7.82,11.75,38.48,53.01,66.15,99.68,139.16,152.87,419.69,310.91
Prefill Throughput Per User (tokens/sec/user),26034.90,1286.09,67208.61,2499350.37,1291.94,3272.50,5049.23,16351.12,26924.91,35554.92,41666.87,48164.28,65129.21,14509.04
Request Latency (ms),3889.42,106.28,16944.00,373384.50,110.26,173.87,192.02,446.33,2418.32,6569.16,9275.11,10865.27,15357.93,4017.89
Time to First Output Token (ms),514.53,85.23,4640.34,49395.22,86.33,94.63,122.09,161.66,227.89,543.64,1166.04,1996.30,2567.03,692.77
Time to First Token (ms),514.53,85.23,4640.34,49395.22,86.33,94.63,122.09,161.66,227.89,543.64,1166.04,1996.30,2567.03,692.77
Time to Second Token (ms),101.84,0.06,1329.53,9675.15,0.08,0.56,0.70,3.90,6.10,7.09,66.66,1218.00,1329.44,322.15

Metric,Value
Benchmark Duration (sec),48.09
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),393.33
Request Count,96.00
Request Throughput (requests/sec),2.00
Total Input Sequence Length (tokens),904940.00
Total Output Sequence Length (tokens),18917.00
Total Output Tokens (tokens),18917.00
Total Token Throughput (tokens/sec),19209.41


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
