Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),14.20,13.87,14.48,283.98,13.89,13.98,13.99,14.07,14.20,14.31,14.43,14.43,14.47,0.17
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,238.30,80.00,452.00,4766.00,85.70,108.50,113.60,134.75,153.50,352.50,436.00,436.80,448.96,130.39
HTTP Chunks Sent,1.00,1.00,1.00,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.19,0.00,1.93,3.86,0.00,0.00,0.00,0.00,0.00,0.00,0.19,1.93,1.93,0.58
HTTP Connection Overhead (ms),0.32,0.00,3.22,6.43,0.00,0.00,0.00,0.00,0.00,0.00,0.32,3.21,3.22,0.96
HTTP Connection Reused (ratio),0.90,0.00,1.00,18.00,0.00,0.00,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),61.98,21.24,116.74,1239.55,22.69,28.49,29.80,35.33,40.18,91.50,112.65,113.29,116.05,33.60
HTTP Data Sent (KB),7.00,2.12,13.46,139.98,2.27,2.87,3.66,4.88,6.38,8.62,10.85,11.70,13.11,2.99
HTTP DNS Lookup (ms),0.13,0.00,1.28,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.13,1.28,1.28,0.38
HTTP Duration (excl. conn) (ms),16729.59,5768.41,31566.30,334591.87,6163.74,7745.04,8038.94,9563.83,10810.13,24507.32,30477.10,30549.85,31363.01,9085.30
HTTP Receiving (ms),16521.40,5545.49,31351.83,330427.91,5941.25,7524.30,7823.01,9344.96,10593.17,24336.23,30254.88,30332.50,31147.97,9089.67
HTTP Sending (ms),0.45,0.18,2.32,9.07,0.18,0.20,0.21,0.22,0.25,0.27,0.56,2.32,2.32,0.62
HTTP Total Time (ms),16729.91,5768.41,31566.30,334598.30,6163.74,7745.04,8038.94,9563.83,10810.13,24509.73,30477.10,30549.85,31363.01,9085.46
HTTP Waiting (TTFB) (ms),207.74,83.68,222.82,4154.89,97.06,150.57,206.74,214.68,216.98,219.37,222.58,222.70,222.80,31.78
Input Sequence Length (tokens),1661.30,491.00,3054.00,33226.00,527.10,671.50,825.90,1080.50,1587.00,2073.75,2850.90,2988.45,3040.89,738.56
Inter Chunk Latency (ms),70.47,66.06,211.84,330427.71,67.46,67.91,68.21,68.71,69.32,70.16,71.74,72.93,76.29,9.90
Inter Token Latency (ms),69.63,68.47,70.48,1392.57,68.52,68.72,68.84,69.21,69.58,70.21,70.42,70.44,70.48,0.61
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),238.30,80.00,452.00,4766.00,85.70,108.50,113.60,134.75,153.50,352.50,436.00,436.80,448.96,130.39
Output Token Count (tokens),238.30,80.00,452.00,4766.00,85.70,108.50,113.60,134.75,153.50,352.50,436.00,436.80,448.96,130.39
Output Token Throughput Per User (tokens/sec/user),14.36,14.19,14.61,287.26,14.19,14.20,14.20,14.24,14.37,14.45,14.53,14.55,14.59,0.13
Prefill Throughput Per User (tokens/sec/user),8238.72,2252.03,17328.72,164774.38,2410.27,3043.25,3706.45,5548.23,7689.42,10272.33,13600.30,14109.91,16684.96,3916.41
Request Latency (ms),16729.71,5768.50,31566.40,334594.19,6163.83,7745.15,8039.07,9563.92,10810.25,24507.49,30477.19,30549.98,31363.12,9085.30
Time to First Output Token (ms),208.32,86.22,223.22,4166.48,99.59,153.09,207.30,215.12,217.40,219.70,222.85,223.03,223.18,31.17
Time to First Token (ms),208.32,86.22,223.22,4166.48,99.59,153.09,207.30,215.12,217.40,219.70,222.85,223.03,223.18,31.17
Time to Second Token (ms),67.96,66.48,70.41,1359.13,66.57,66.93,66.96,67.28,67.84,68.14,68.88,70.39,70.41,0.98
Usage Completion Tokens (tokens),238.30,80.00,452.00,4766.00,85.70,108.50,113.60,134.75,153.50,352.50,436.00,436.80,448.96,130.39
Usage Prompt Tokens (tokens),1661.30,491.00,3054.00,33226.00,527.10,671.50,825.90,1080.50,1587.00,2073.75,2850.90,2988.45,3040.89,738.56
Usage Total Tokens (tokens),1899.60,754.00,3407.00,37992.00,761.03,789.15,908.90,1352.50,1798.50,2413.00,3018.60,3359.50,3397.50,803.13

Metric,Value
Benchmark Duration (sec),168.10
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),28.35
Request Count,20.00
Request Throughput (requests/sec),0.12
Total Input Sequence Length (tokens),33226.00
Total Output Sequence Length (tokens),4766.00
Total Output Tokens (tokens),4766.00
Total Token Throughput (tokens/sec),226.01
Total Usage Completion Tokens (tokens),4766.00
Total Usage Prompt Tokens (tokens),33226.00
Total Usage Total Tokens (tokens),37992.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
