Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),13.73,13.00,13.85,1372.64,13.54,13.58,13.63,13.68,13.75,13.79,13.83,13.83,13.85,0.11
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,247.23,10.00,740.00,24723.00,17.92,51.00,76.60,133.75,238.50,325.75,446.10,487.80,651.89,147.88
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.02,0.00,2.31,2.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.23
HTTP Connection Overhead (ms),0.04,0.00,3.89,3.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.39
HTTP Connection Reused (ratio),0.99,0.00,1.00,99.00,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.10
HTTP Data Received (KB),64.25,3.19,190.64,6425.36,5.22,13.75,20.28,35.01,62.00,84.68,115.86,126.29,168.75,38.06
HTTP Data Sent (KB),3.14,0.28,8.93,313.61,0.29,0.30,0.33,0.97,2.77,4.99,6.88,7.39,8.84,2.47
HTTP DNS Lookup (ms),0.02,0.00,1.59,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.16
HTTP Duration (excl. conn) (ms),17988.28,768.91,53617.33,1798828.06,1319.53,3761.50,5544.50,9698.71,17311.69,23720.06,32302.49,35542.32,47229.72,10737.35
HTTP Receiving (ms),17892.83,655.11,53541.88,1789283.08,1228.34,3645.01,5463.23,9614.68,17214.06,23608.47,32218.33,35461.13,47147.29,10739.54
HTTP Sending (ms),0.14,0.08,2.72,13.97,0.08,0.09,0.09,0.09,0.12,0.13,0.15,0.15,0.22,0.26
HTTP Total Time (ms),17988.32,768.91,53617.33,1798831.95,1319.53,3761.50,5544.50,9698.71,17311.69,23720.06,32302.49,35542.32,47229.72,10737.35
HTTP Waiting (TTFB) (ms),95.31,74.60,151.56,9531.01,75.35,76.26,77.37,81.11,91.68,107.84,118.61,123.84,140.23,16.52
Input Sequence Length (tokens),655.46,40.00,1951.00,65546.00,42.97,46.90,51.90,194.25,552.00,1044.75,1471.80,1583.30,1832.20,534.42
Inter Chunk Latency (ms),72.79,67.95,222.92,1789281.79,70.61,71.12,71.35,71.76,72.30,73.14,74.53,75.89,77.66,4.12
Inter Token Latency (ms),72.66,72.13,73.37,7266.27,72.17,72.23,72.26,72.42,72.62,72.90,73.09,73.21,73.35,0.31
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),247.23,10.00,740.00,24723.00,17.92,51.00,76.60,133.75,238.50,325.75,446.10,487.80,651.89,147.88
Output Token Count (tokens),247.23,10.00,740.00,24723.00,17.92,51.00,76.60,133.75,238.50,325.75,446.10,487.80,651.89,147.88
Output Token Throughput Per User (tokens/sec/user),13.76,13.63,13.86,1376.25,13.63,13.66,13.68,13.72,13.77,13.81,13.84,13.84,13.86,0.06
Prefill Throughput Per User (tokens/sec/user),6553.64,535.10,18430.49,655363.96,551.46,593.91,656.43,2120.93,4949.33,10492.08,14394.97,16034.86,18113.54,5220.46
Request Latency (ms),17988.34,768.96,53617.38,1798833.61,1319.59,3761.57,5544.55,9698.77,17311.74,23720.13,32302.55,35542.38,47229.78,10737.35
Time to First Output Token (ms),95.52,74.75,151.70,9551.82,75.51,76.45,77.86,81.26,91.84,108.02,118.83,124.00,140.38,16.49
Time to First Token (ms),95.52,74.75,151.70,9551.82,75.51,76.45,77.86,81.26,91.84,108.02,118.83,124.00,140.38,16.49
Time to Second Token (ms),73.27,70.26,78.10,7327.28,70.61,71.47,71.65,72.10,73.00,73.94,75.22,76.92,77.87,1.61
Usage Completion Tokens (tokens),247.23,10.00,740.00,24723.00,17.92,51.00,76.60,133.75,238.50,325.75,446.10,487.80,651.89,147.88
Usage Prompt Tokens (tokens),655.46,40.00,1951.00,65546.00,42.97,46.90,51.90,194.25,552.00,1044.75,1471.80,1583.30,1832.20,534.42
Usage Total Tokens (tokens),902.69,87.00,2222.00,90269.00,124.62,172.80,233.40,493.50,792.50,1276.25,1658.40,1930.20,2102.21,540.77

Metric,Value
Benchmark Duration (sec),1799.01
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),13.74
Request Count,100.00
Request Throughput (requests/sec),0.06
Total Input Sequence Length (tokens),65546.00
Total Output Sequence Length (tokens),24723.00
Total Output Tokens (tokens),24723.00
Total Token Throughput (tokens/sec),50.18
Total Usage Completion Tokens (tokens),24723.00
Total Usage Prompt Tokens (tokens),65546.00
Total Usage Total Tokens (tokens),90269.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
